Series_reference,Period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title_1,Series_title_2,Series_title_3
PRDA.S1CAAZP,1994.03,15.6,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Agriculture, Forestry and Fishing",Percentage Change
PRDA.S1CAAZP,1996.03,5.1,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Agriculture, Forestry and Fishing",Percentage Change
PRDA.S1CAAZP,1997.03,7.2,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Agriculture, Forestry and Fishing",Percentage Change
PRDA.S1CAAZP,1998.03,0.6,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Agriculture, Forestry and Fishing",Percentage Change
PRDA.S1CAAZP,2000.03,3.1,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Agriculture, Forestry and Fishing",Percentage Change
PRDA.S1CAAZP,2001.03,1.9,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Agriculture, Forestry and Fishing",Percentage Change
PRDA.S1CAAZP,2004.03,9.4,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Agriculture, Forestry and Fishing",Percentage Change
PRDA.S1CAAZP,2006.03,3.8,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Agriculture, Forestry and Fishing",Percentage Change
PRDA.S1CAAZP,2007.03,2.9,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Agriculture, Forestry and Fishing",Percentage Change
PRDA.S1CAAZP,2009.03,7.6,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Agriculture, Forestry and Fishing",Percentage Change
PRDA.S1CAAZP,2010.03,1.6,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Agriculture, Forestry and Fishing",Percentage Change
PRDA.S1CAAZP,2012.03,11.9,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Agriculture, Forestry and Fishing",Percentage Change
PRDA.S1CAAZP,2013.03,4.2,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Agriculture, Forestry and Fishing",Percentage Change
PRDA.S1CAAZP,2015.03,3.3,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Agriculture, Forestry and Fishing",Percentage Change
PRDA.S1CAAZP,2016.03,1.4,REVISED,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Agriculture, Forestry and Fishing",Percentage Change
PRDA.S1CAAZP,2019.03,6.3,REVISED,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Agriculture, Forestry and Fishing",Percentage Change
PRDA.S1CAAZP,2021.03,6.2,REVISED,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,"Agriculture, Forestry and Fishing",Percentage Change
PRDA.S1CBB1I,1978.03,1000.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,1979.03,816.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,1980.03,580.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,1981.03,539.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,1982.03,600.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,1983.03,806.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,1984.03,739.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,1985.03,829.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,1986.03,1101.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,1987.03,1020.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,1988.03,1007.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,1989.03,974.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,1990.03,802.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,1991.03,859.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,1992.03,842.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,1993.03,847.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,1994.03,899.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,1995.03,835.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,1996.03,841.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,1997.03,1068.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,1998.03,1093.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,1999.03,1095.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,2000.03,1047.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,2001.03,1062.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,2002.03,1003.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,2003.03,982.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,2004.03,815.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,2005.03,777.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,2006.03,781.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,2007.03,674.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,2008.03,1004.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,2009.03,917.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,2010.03,926.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,2011.03,843.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,2012.03,708.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,2013.03,655.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,2014.03,636.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,2015.03,631.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,2016.03,590.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,2017.03,508.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,2018.03,538.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,2019.03,486.0,REVISED,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,2020.03,492.0,REVISED,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,2021.03,441.0,REVISED,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1I,2022.03,416.0,PROVISIONAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Index
PRDA.S1CBB1P,1982.03,11.2,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Percentage Change
PRDA.S1CBB1P,1983.03,34.5,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Percentage Change
PRDA.S1CBB1P,1985.03,12.1,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Percentage Change
PRDA.S1CBB1P,1986.03,32.8,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Percentage Change
PRDA.S1CBB1P,1991.03,7.0,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Percentage Change
PRDA.S1CBB1P,1993.03,0.7,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Percentage Change
PRDA.S1CBB1P,1994.03,6.1,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Percentage Change
PRDA.S1CBB1P,1996.03,0.7,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Percentage Change
PRDA.S1CBB1P,1997.03,27.0,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Percentage Change
PRDA.S1CBB1P,1998.03,2.3,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Percentage Change
PRDA.S1CBB1P,1999.03,0.2,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Percentage Change
PRDA.S1CBB1P,2001.03,1.4,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Percentage Change
PRDA.S1CBB1P,2006.03,0.4,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Percentage Change
PRDA.S1CBB1P,2008.03,49.0,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Percentage Change
PRDA.S1CBB1P,2010.03,1.0,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Percentage Change
PRDA.S1CBB1P,2018.03,5.9,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Percentage Change
PRDA.S1CBB1P,2020.03,1.2,REVISED,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Mining,Percentage Change
PRDA.S1CCCZI,1978.03,1000.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,Index
PRDA.S1CCCZI,1979.03,985.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,Index
PRDA.S1CCCZI,1980.03,1013.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,Index
PRDA.S1CCCZI,1981.03,986.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,Index
PRDA.S1CCCZI,1982.03,984.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,Index
PRDA.S1CCCZI,1983.03,853.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,Index
PRDA.S1CCCZI,1984.03,782.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,Index
PRDA.S1CCCZI,1985.03,783.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,Index
PRDA.S1CCCZI,1986.03,704.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,Index
PRDA.S1CCCZI,1987.03,676.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,Index
PRDA.S1CCCZI,1988.03,623.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,Index
PRDA.S1CCCZI,1989.03,604.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,Index
PRDA.S1CCCZI,1990.03,567.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,Index
PRDA.S1CCCZI,1991.03,542.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,Index
PRDA.S1CCCZI,1992.03,529.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,Index
PRDA.S1CCCZI,1993.03,550.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,Index
PRDA.S1CCCZI,1994.03,571.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,Index
PRDA.S1CCCZI,1995.03,585.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,Index
PRDA.S1CCCZI,1996.03,578.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,Index
PRDA.S1CCCZI,1997.03,576.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,Index
PRDA.S1CCCZI,1998.03,580.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,Index
PRDA.S1CCCZI,1999.03,568.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,Index
PRDA.S1CCCZI,2000.03,588.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,Index
PRDA.S1CCCZI,2001.03,595.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,Index
PRDA.S1CCCZI,2002.03,584.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,Index
PRDA.S1CCCZI,2003.03,620.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,Index
PRDA.S1CCCZI,2004.03,623.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,Index
PRDA.S1CCCZI,2005.03,620.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Capital,Manufacturing,Index
